Common Name,Scientific Name,Status,State
Black-billed Cuckoo,Coccyzus erythropthalmus,Threatened,Illinois
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Endangered,Illinois
Northern Brook Lamprey,Ichthyomyzon fossor,Endangered,Illinois
Ironcolor Shiner,Alburnops chalybaeus,Threatened,Illinois
Weed Shiner,Alburnops texanus,Endangered,Illinois
River Redhorse,Moxostoma carinatum,Threatened,Illinois
Starhead Topminnow,Fundulus dispar,Threatened,Illinois
Blanding's Turtle,Emydoidea blandingii,Endangered,Illinois
Little Green Sedge,Carex viridula,Threatened,Illinois
Capitate Spikerush,Eleocharis olivacea,Endangered,Illinois
Grass-leaved Pondweed,Potamogeton gramineus,Threatened,Illinois
Western Banded Killifish,Fundulus diaphanus menona,Threatened,Illinois
Four-toed Salamander,Hemidactylium scutatum,Threatened,Illinois
Least Bittern,Ixobrychus exilis,Threatened,Illinois
Black-crowned Night-Heron,Nycticorax nycticorax,Endangered,Illinois
Yellow-crowned Night-Heron,Nyctanassa violacea,Endangered,Illinois
Common Gallinule,Gallinula galeata,Endangered,Illinois
Upland Sandpiper,Bartramia longicauda,Endangered,Illinois
Wilson's Phalarope,Phalaropus tricolor,Endangered,Illinois
Black-billed Cuckoo,Coccyzus erythropthalmus,Threatened,Illinois
Loggerhead Shrike,Lanius ludovicianus,Endangered,Illinois
Cerulean Warbler,Setophaga cerulea,Threatened,Illinois
River Chub,Nocomis micropogon,Endangered,Illinois
Gravel Chub,Erimystax x-punctatus,Threatened,Illinois
Redspotted Sunfish,Lepomis miniatus,Threatened,Illinois
Crystal Darter,Crystallaria asprella,Endangered,Illinois
Eastern Sand Darter,Ammocrypta pellucida,Threatened,Illinois
Indiana Bat,Myotis sodalis,Endangered,Illinois
Northern Long-eared Bat,Myotis septentrionalis,Endangered,Illinois
Ornate Box Turtle,Terrapene ornata,Threatened,Illinois
Smooth Softshell,Apalone mutica,Threatened,Illinois
Eastern Ribbon Snake,Thamnophis saurita,Threatened,Illinois
Elephant-ear,Elliptio crassidens,Endangered,Illinois
Ebonyshell,Reginaia ebenus,Endangered,Illinois
Sheepnose,Plethobasus cyphyus,Endangered,Illinois
Shawnee Rocksnail,Lithasia obovata,Endangered,Illinois
Bloodleaf,Iresine rhizomatosa,Endangered,Illinois
Royal Catchfly,Silene regia,Endangered,Illinois
Shore St. John's Wort,Hypericum adpressum,Endangered,Illinois
Prairie Rose Gentian,Sabatia campestris,Endangered,Illinois
Wild Blue Sage,Salvia azurea var. grandiflora,Threatened,Illinois
Halberd-leaved Tearthumb,Tracaulon arifolium,Endangered,Illinois
Leatherflower,Clematis viorna,Endangered,Illinois
Tube Beard Tongue,Penstemon tubaeflorus,Endangered,Illinois
Storax,Styrax americanus,Threatened,Illinois
Winged Sedge,Carex alata,Endangered,Illinois
Arkansas Sedge,Carex arkansana,Endangered,Illinois
Sedge,Carex bromoides,Threatened,Illinois
Large Sedge,Carex gigantea,Endangered,Illinois
Drooping Sedge,Carex prasina,Threatened,Illinois
Grass-leaved Lily,Stenanthium gramineum,Threatened,Illinois
Running Pine,Lycopodium clavatum,Endangered,Illinois
King Rail,Rallus elegans,Endangered,Illinois
Monkeyface,Quadrula metanevra,Threatened,Illinois
Lake Sturgeon,Acipenser fulvescens,Endangered,Illinois
Smooth Softshell,Apalone mutica,Threatened,Illinois
Spectaclecase,Margaritifera monodonta,Endangered,Illinois
Butterfly,Ellipsaria lineolata,Threatened,Illinois
Sheepnose,Plethobasus cyphyus,Endangered,Illinois
Monkeyface,Quadrula metanevra,Threatened,Illinois
Least Bittern,Ixobrychus exilis,Threatened,Illinois
Black-crowned Night-Heron,Nycticorax nycticorax,Endangered,Illinois
Black Rail,Laterallus jamaicensis,Endangered,Illinois
Common Gallinule,Gallinula galeata,Endangered,Illinois
Upland Sandpiper,Bartramia longicauda,Endangered,Illinois
Black-billed Cuckoo,Coccyzus erythropthalmus,Threatened,Illinois
Short-eared Owl,Asio flammeus,Endangered,Illinois
Loggerhead Shrike,Lanius ludovicianus,Endangered,Illinois
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Endangered,Illinois
Northern Brook Lamprey,Ichthyomyzon fossor,Endangered,Illinois
American Brook Lamprey,Lethenteron appendix,Threatened,Illinois
Brassy Minnow,Hybognathus hankinsoni,Endangered,Illinois
Ozark Minnow,Miniellus nubilus,Threatened,Illinois
Weed Shiner,Alburnops texanus,Endangered,Illinois
Gravel Chub,Erimystax x-punctatus,Threatened,Illinois
Starhead Topminnow,Fundulus dispar,Threatened,Illinois
Northern Long-eared Bat,Myotis septentrionalis,Endangered,Illinois
Blanding's Turtle,Emydoidea blandingii,Endangered,Illinois
Ornate Box Turtle,Terrapene ornata,Threatened,Illinois
Yellow Mud Turtle,Kinosternon flavescens,Endangered,Illinois
Smooth Softshell,Apalone mutica,Threatened,Illinois
Plains Hog-nosed Snake,Heterodon nasicus,Threatened,Illinois
Purplish Copper,Tharsalea helloides,Threatened,Illinois
Aphrodite Fritillary,Argynnis aphrodite,Threatened,Illinois
Western Regal Fritillary,Argynnis idalia occidentalis,Threatened,Illinois
Purple Wartyback,Cyclonaias tuberculata,Threatened,Illinois
Wooly Milkweed,Asclepias lanuginosa,Endangered,Illinois
Forked Aster,Eurybia furcata,Threatened,Illinois
Yellow Birch,Betula alleghaniensis,Endangered,Illinois
Royal Catchfly,Silene regia,Endangered,Illinois
False Heather,Hudsonia tomentosa,Endangered,Illinois
Pinweed,Lechea intermedia,Endangered,Illinois
Kalm's St. John's Wort,Hypericum kalmianum,Endangered,Illinois
Narrow-leaved Sundew,Drosera intermedia,Threatened,Illinois
Prairie Bush Clover,Lespedeza leptostachya,Endangered,Illinois
Northern Gooseberry,Ribes hirtellum,Endangered,Illinois
Butternut,Juglans cinerea,Endangered,Illinois
Sweetfern,Comptonia peregrina,Endangered,Illinois
Broomrape,Orobanche ludoviciana,Threatened,Illinois
Pink Milkwort,Polygala incarnata,Endangered,Illinois
Queen-of-the-prairie,Filipendula rubra,Threatened,Illinois
Bristly Blackberry,Rubus setosus,Threatened,Illinois
Kittentails,Synthyris bullii,Threatened,Illinois
Downy Yellow Painted Cup,Castilleja sessiliflora,Endangered,Illinois
Yellow Monkey Flower,Erythranthe geyeri,Endangered,Illinois
Large-flowered Beard Tongue,Penstemon grandiflorus,Endangered,Illinois
Sedge,Carex crawfordii,Endangered,Illinois
White-edge Sedge,Carex debilis,Endangered,Illinois
Carolina Whipgrass,Scleria pauciflora,Endangered,Illinois
Muhlenberg's Nut Rush,Scleria muhlenbergii,Endangered,Illinois
Grass Pink Orchid,Calopogon tuberosus,Endangered,Illinois
Wood Orchid,Platanthera clavellata,Endangered,Illinois
Tubercled Orchid,Platanthera flava,Threatened,Illinois
Eastern Prairie Fringed Orchid,Platanthera leucophaea,Endangered,Illinois
American Bur-reed,Sparganium americanum,Endangered,Illinois
Green-fruited Bur-reed,Sparganium emersum,Endangered,Illinois
Rusty Woodsia,Woodsia ilvensis,Endangered,Illinois
Bog Clubmoss,Lycopodiella inundata,Endangered,Illinois
Dwarf Grape Fern,Botrychium simplex,Endangered,Illinois
Rusty Patched Bumble Bee,Bombus affinis,Endangered,Illinois
Northern Harrier,Circus hudsonius,Endangered,Illinois
Eastern Scaly Miner Bee,Andrena quintilis,Endangered,Illinois
Mining Bee,Protandrena bancrofti,Threatened,Illinois
Walsh's Anthophora,Anthophora walshii,Threatened,Illinois
Alumroot Cellophane Bee,Colletes aestivalis,Endangered,Illinois
Norton's Nomia,Nomia nortoni,Threatened,Illinois
Naked Oil-collecting Bee,Macropis nuda,Endangered,Illinois
Andrews� Cellophane Bee,Colletes andrewsi,Endangered,Illinois
Ainslie�s Epeolus,Epeolus ainsliei,Endangered,Illinois
Interrupted Epeolus,Epeolus interruptus,Endangered,Illinois
Daisyleaf Grape Fern,Botrychium matricariifolium,Endangered,Illinois
Baker�s Nomia,Dieunomia nevadensis bakeri,Threatened,Illinois
Butterfly,Ellipsaria lineolata,Threatened,Illinois
Sheepnose,Plethobasus cyphyus,Endangered,Illinois
Monkeyface,Quadrula metanevra,Threatened,Illinois
Lake Sturgeon,Acipenser fulvescens,Endangered,Illinois
Western Sand Darter,Ammocrypta clara,Endangered,Illinois
Spectaclecase,Margaritifera monodonta,Endangered,Illinois
Butterfly,Ellipsaria lineolata,Threatened,Illinois
Upland Sandpiper,Bartramia longicauda,Endangered,Illinois
Short-eared Owl,Asio flammeus,Endangered,Illinois
River Redhorse,Moxostoma carinatum,Threatened,Illinois
Greater Redhorse,Moxostoma valenciennesi,Endangered,Illinois
Northern Long-eared Bat,Myotis septentrionalis,Endangered,Illinois
Franklin's Ground Squirrel,Poliocitellus franklinii,Threatened,Illinois
Eryngium Stem Borer,Papaipema eryngii,Threatened,Illinois
Spike,Eurynia dilatata,Endangered,Illinois
Smooth Softshell,Apalone mutica,Threatened,Illinois
Bigclaw Crayfish,Faxonius placidus,Endangered,Illinois
Butterfly,Ellipsaria lineolata,Threatened,Illinois
Ebonyshell,Reginaia ebenus,Endangered,Illinois
Lea's Bog Lichen,Phaeophyscia leana,Threatened,Illinois
Monkeyface,Quadrula metanevra,Threatened,Illinois
Illinois Chorus Frog,Pseudacris illinoensis,Threatened,Illinois
Upland Sandpiper,Bartramia longicauda,Endangered,Illinois
American Brook Lamprey,Lethenteron appendix,Threatened,Illinois
Indiana Bat,Myotis sodalis,Endangered,Illinois
Northern Long-eared Bat,Myotis septentrionalis,Endangered,Illinois
Smooth Softshell,Apalone mutica,Threatened,Illinois
Wild Blue Sage,Salvia azurea var. grandiflora,Threatened,Illinois
Monkeyface,Quadrula metanevra,Threatened,Illinois
Bigeye Shiner,Miniellus boops,Endangered,Illinois
Spectaclecase,Margaritifera monodonta,Endangered,Illinois
Butterfly,Ellipsaria lineolata,Threatened,Illinois
Ebonyshell,Reginaia ebenus,Endangered,Illinois
Higgins Eye,Lampsilis higginsii,Endangered,Illinois
Sheepnose,Plethobasus cyphyus,Endangered,Illinois
Monkeyface,Quadrula metanevra,Threatened,Illinois
Upland Sandpiper,Bartramia longicauda,Endangered,Illinois
Bewick's Wren,Thryomanes bewickii,Endangered,Illinois
Kirtland's Snake,Clonophis kirtlandii,Threatened,Illinois
Hill Prairie Larkspur,Delphinium carolinianum,Endangered,Illinois
Wild Hyacinth,Camassia angusta,Endangered,Illinois
Rusty Patched Bumble Bee,Bombus affinis,Endangered,Illinois
Indiana Bat,Myotis sodalis,Endangered,Illinois
Franklin's Ground Squirrel,Poliocitellus franklinii,Threatened,Illinois
Ornate Box Turtle,Terrapene ornata,Threatened,Illinois
Kirtland's Snake,Clonophis kirtlandii,Threatened,Illinois
Royal Catchfly,Silene regia,Endangered,Illinois
Large Ground Plum,Astragalus crassicarpus var. trichocalyx,Endangered,Illinois
Harvey's Buttercup,Ranunculus harveyi,Threatened,Illinois
Eastern Blue-eyed Grass,Sisyrinchium atlanticum,Endangered,Illinois
Virginia Bunchflower,Melanthium virginicum,Endangered,Illinois
Green Trillium,Trillium viride,Endangered,Illinois
Illinois Chorus Frog,Pseudacris illinoensis,Threatened,Illinois
Least Bittern,Ixobrychus exilis,Threatened,Illinois
Little Blue Heron,Egretta caerulea,Endangered,Illinois
Black-crowned Night-Heron,Nycticorax nycticorax,Endangered,Illinois
Yellow-crowned Night-Heron,Nyctanassa violacea,Endangered,Illinois
Osprey,Pandion haliaetus,Threatened,Illinois
Common Gallinule,Gallinula galeata,Endangered,Illinois
Least Tern,Sternula antillarum,Endangered,Illinois
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Endangered,Illinois
Lake Sturgeon,Acipenser fulvescens,Endangered,Illinois
Pallid Sturgeon,Scaphirhynchus albus,Endangered,Illinois
Bigeye Shiner,Miniellus boops,Endangered,Illinois
Western Sand Darter,Ammocrypta clara,Endangered,Illinois
Indiana Bat,Myotis sodalis,Endangered,Illinois
Northern Long-eared Bat,Myotis septentrionalis,Endangered,Illinois
Ornate Box Turtle,Terrapene ornata,Threatened,Illinois
Lined Snake,Tropidoclonion lineatum,Threatened,Illinois
Timber Rattlesnake,Crotalus horridus,Threatened,Illinois
Eastern Massasauga,Sistrurus catenatus,Endangered,Illinois
Spectaclecase,Margaritifera monodonta,Endangered,Illinois
Butterfly,Ellipsaria lineolata,Threatened,Illinois
Ebonyshell,Reginaia ebenus,Endangered,Illinois
Decurrent False Aster,Boltonia decurrens,Threatened,Illinois
Royal Catchfly,Silene regia,Endangered,Illinois
Prairie Spiderwort,Tradescantia bracteata,Endangered,Illinois
Green Trillium,Trillium viride,Endangered,Illinois
Spring Ladies' Tresses,Spiranthes vernalis,Endangered,Illinois
Monkeyface,Quadrula metanevra,Threatened,Illinois
Blue Hearts,Buchnera americana,Threatened,Illinois
Least Bittern,Ixobrychus exilis,Threatened,Illinois
Black-crowned Night-Heron,Nycticorax nycticorax,Endangered,Illinois
Yellow-crowned Night-Heron,Nyctanassa violacea,Endangered,Illinois
Greater Prairie-Chicken,Tympanuchus cupido,Endangered,Illinois
Black Rail,Laterallus jamaicensis,Endangered,Illinois
Upland Sandpiper,Bartramia longicauda,Endangered,Illinois
Short-eared Owl,Asio flammeus,Endangered,Illinois
Chuck-will's-widow,Antrostomus carolinensis,Threatened,Illinois
Loggerhead Shrike,Lanius ludovicianus,Endangered,Illinois
Indiana Bat,Myotis sodalis,Endangered,Illinois
Ornate Box Turtle,Terrapene ornata,Threatened,Illinois
Eryngium Stem Borer,Papaipema eryngii,Threatened,Illinois
Royal Catchfly,Silene regia,Endangered,Illinois
Prairie Rose Gentian,Sabatia campestris,Endangered,Illinois
Small Yellow Lady's Slipper,Cypripedium parviflorum,Endangered,Illinois
Spring Ladies' Tresses,Spiranthes vernalis,Endangered,Illinois
Northern Harrier,Circus hudsonius,Endangered,Illinois
King Rail,Rallus elegans,Endangered,Illinois
Cypress Minnow,Hybognathus hayi,Endangered,Illinois
Indiana Bat,Myotis sodalis,Endangered,Illinois
Spectaclecase,Margaritifera monodonta,Endangered,Illinois
Butterfly,Ellipsaria lineolata,Threatened,Illinois
Elephant-ear,Elliptio crassidens,Endangered,Illinois
Ebonyshell,Reginaia ebenus,Endangered,Illinois
Monkeyface,Quadrula metanevra,Threatened,Illinois
Osprey,Pandion haliaetus,Threatened,Illinois
River Redhorse,Moxostoma carinatum,Threatened,Illinois
Trout-perch,Percopsis omiscomaycus,Threatened,Illinois
Indiana Bat,Myotis sodalis,Endangered,Illinois
Northern Long-eared Bat,Myotis septentrionalis,Endangered,Illinois
Gray/Timber Wolf,Canis lupus,Endangered,Illinois
Decurrent False Aster,Boltonia decurrens,Threatened,Illinois
Prairie Dandelion,Nothocalais cuspidata,Endangered,Illinois
Arrowwood,Viburnum molle,Threatened,Illinois
Tube Beard Tongue,Penstemon tubaeflorus,Endangered,Illinois
Illinois Chorus Frog,Pseudacris illinoensis,Threatened,Illinois
Black-crowned Night-Heron,Nycticorax nycticorax,Endangered,Illinois
Osprey,Pandion haliaetus,Threatened,Illinois
Common Gallinule,Gallinula galeata,Endangered,Illinois
Chuck-will's-widow,Antrostomus carolinensis,Threatened,Illinois
Loggerhead Shrike,Lanius ludovicianus,Endangered,Illinois
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Endangered,Illinois
Lake Sturgeon,Acipenser fulvescens,Endangered,Illinois
Ironcolor Shiner,Alburnops chalybaeus,Threatened,Illinois
Gravel Chub,Erimystax x-punctatus,Threatened,Illinois
River Redhorse,Moxostoma carinatum,Threatened,Illinois
Trout-perch,Percopsis omiscomaycus,Threatened,Illinois
Starhead Topminnow,Fundulus dispar,Threatened,Illinois
Redspotted Sunfish,Lepomis miniatus,Threatened,Illinois
Indiana Bat,Myotis sodalis,Endangered,Illinois
Northern Long-eared Bat,Myotis septentrionalis,Endangered,Illinois
Alligator Snapping Turtle,Macrochelys temminckii,Endangered,Illinois
Blanding's Turtle,Emydoidea blandingii,Endangered,Illinois
Ornate Box Turtle,Terrapene ornata,Threatened,Illinois
Yellow Mud Turtle,Kinosternon flavescens,Endangered,Illinois
Smooth Softshell,Apalone mutica,Threatened,Illinois
Plains Hog-nosed Snake,Heterodon nasicus,Threatened,Illinois
Cobweb Skipper,Hesperia metea,Endangered,Illinois
Western Regal Fritillary,Argynnis idalia occidentalis,Threatened,Illinois
Ebonyshell,Reginaia ebenus,Endangered,Illinois
Decurrent False Aster,Boltonia decurrens,Threatened,Illinois
Old Plainsman,Hymenopappus scabiosaeus,Endangered,Illinois
Prairie Dandelion,Nothocalais cuspidata,Endangered,Illinois
Silvery Bladderpod,Physaria ludoviciana,Endangered,Illinois
Patterson Bindweed,Stylisma pickeringii var. pattersonii,Endangered,Illinois
Bent Milk Vetch,Astragalus distortus,Endangered,Illinois
Wild Blue Sage,Salvia azurea var. grandiflora,Threatened,Illinois
Clustered Broomrape,Orobanche fasciculata,Endangered,Illinois
Broomrape,Orobanche ludoviciana,Threatened,Illinois
Halberd-leaved Tearthumb,Tracaulon arifolium,Endangered,Illinois
Pale False Foxglove,Agalinis skinneriana,Threatened,Illinois
Yellow Monkey Flower,Erythranthe geyeri,Endangered,Illinois
Jack Pine,Pinus banksiana,Endangered,Illinois
Small Burhead,Echinodorus tenellus,Endangered,Illinois
Umbrella Sedge,Cyperus grayoides,Threatened,Illinois
Hall's Bulrush,Schoenoplectiella hallii,Threatened,Illinois
Pursh's Bulrush,Schoenoplectiella purshiana,Endangered,Illinois
Small Yellow Lady's Slipper,Cypripedium parviflorum,Endangered,Illinois
Tubercled Orchid,Platanthera flava,Threatened,Illinois
Leafhopper,Athysanella incongrua,Endangered,Illinois
Northern Harrier,Circus hudsonius,Endangered,Illinois
Walsh's Anthophora,Anthophora walshii,Threatened,Illinois
Leafhopper,Commellus colon,Endangered,Illinois
Sand Reed Leafhopper,Flexamia grammica,Endangered,Illinois
Leafhopper,Flexamia albida,Threatened,Illinois
King Rail,Rallus elegans,Endangered,Illinois
Monkeyface,Quadrula metanevra,Threatened,Illinois
Ross' Polyamia,Polyamia rossi,Threatened,Illinois
Baker�s Nomia,Dieunomia nevadensis bakeri,Threatened,Illinois
Hellbender,Cryptobranchus alleganiensis,Endangered,Illinois
Bird-voiced Treefrog,Hyla avivoca,Threatened,Illinois
Eastern Narrowmouth Toad,Gastrophryne carolinensis,Threatened,Illinois
Least Bittern,Ixobrychus exilis,Threatened,Illinois
Yellow-crowned Night-Heron,Nyctanassa violacea,Endangered,Illinois
Osprey,Pandion haliaetus,Threatened,Illinois
Common Gallinule,Gallinula galeata,Endangered,Illinois
Least Tern,Sternula antillarum,Endangered,Illinois
Short-eared Owl,Asio flammeus,Endangered,Illinois
Chuck-will's-widow,Antrostomus carolinensis,Threatened,Illinois
Loggerhead Shrike,Lanius ludovicianus,Endangered,Illinois
Cerulean Warbler,Setophaga cerulea,Threatened,Illinois
Bigeye Chub,Hybopsis amblops,Threatened,Illinois
Taillight Shiner,Notropis maculatus,Endangered,Illinois
Northern Madtom,Noturus stigmosus,Endangered,Illinois
Banded Pygmy Sunfish,Elassoma zonatum,Threatened,Illinois
Redspotted Sunfish,Lepomis miniatus,Threatened,Illinois
Southeastern Myotis,Myotis austroriparius,Endangered,Illinois
Northern Long-eared Bat,Myotis septentrionalis,Endangered,Illinois
Alligator Snapping Turtle,Macrochelys temminckii,Endangered,Illinois
River Cooter,Pseudemys concinna,Endangered,Illinois
Eastern Ribbon Snake,Thamnophis saurita,Threatened,Illinois
Bigclaw Crayfish,Faxonius placidus,Endangered,Illinois
Spectaclecase,Margaritifera monodonta,Endangered,Illinois
Purple Wartyback,Cyclonaias tuberculata,Threatened,Illinois
Butterfly,Ellipsaria lineolata,Threatened,Illinois
